Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Document Type,Publication Stage,Access Type,Source,EID
"Chongmelaxme B., Chaiyakunapruk N., Dilokthornsakul P.","57190848699;14015058100;46061811100;","Incorporating adherence in cost-effectiveness analyses of asthma: a systematic review",2019,"Journal of medical economics","22","6",,"554","566",,,"10.1080/13696998.2019.1572014","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067188634&doi=10.1080%2f13696998.2019.1572014&partnerID=40&md5=97abb2e8e65019c44aeb1b768d433928","Center of Pharmaceutical Outcomes Research, Department of Pharmacy Practice, Faculty of Pharmaceutical Sciences, Naresuan UniversityPhitsanulok, Thailand; School of Pharmacy, Monash University Malaysia, Jalan Lagoon Selatan ,Selangor Darul Ehsan, Malaysia; Asian Centre for Evidence Synthesis in Population, Health and Well-being Cluster, Global Asia in the 21st Century (GA21) Platform, Monash University Malaysia, Jalan Lagoon Selatan ,Selangor Darul Ehsan, Malaysia; School of Pharmacy, University of Wisconsin-Madison, Madison, WI, United States","Chongmelaxme, B., Center of Pharmaceutical Outcomes Research, Department of Pharmacy Practice, Faculty of Pharmaceutical Sciences, Naresuan UniversityPhitsanulok, Thailand; Chaiyakunapruk, N., Center of Pharmaceutical Outcomes Research, Department of Pharmacy Practice, Faculty of Pharmaceutical Sciences, Naresuan UniversityPhitsanulok, Thailand, School of Pharmacy, Monash University Malaysia, Jalan Lagoon Selatan ,Selangor Darul Ehsan, Malaysia, Asian Centre for Evidence Synthesis in Population, Health and Well-being Cluster, Global Asia in the 21st Century (GA21) Platform, Monash University Malaysia, Jalan Lagoon Selatan ,Selangor Darul Ehsan, Malaysia, School of Pharmacy, University of Wisconsin-Madison, Madison, WI, United States; Dilokthornsakul, P., Center of Pharmaceutical Outcomes Research, Department of Pharmacy Practice, Faculty of Pharmaceutical Sciences, Naresuan UniversityPhitsanulok, Thailand",Article,"Final",,Scopus,2-s2.0-85067188634
"Wang W., Liu J., Soh A.K.","57193224329;27167716100;7006795203;","Crystal plasticity modeling of strain rate and temperature sensitivities in magnesium",2019,"Acta Mechanica","230","6",,"2071","2086",,,"10.1007/s00707-019-2374-9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061703143&doi=10.1007%2fs00707-019-2374-9&partnerID=40&md5=cdee4d9e173350d83f96909a19a54c43","Faculty of Civil Engineering and Mechanics, Jiangsu University, Xuefu Road 301, Zhenjiang, Jiangsu Province  212013, China; School of Engineering, Monash University Malaysia, Jalan Lagoon Selatan, Bandar Sunway, Selangor Darul Ehsan  47500, Malaysia","Wang, W., Faculty of Civil Engineering and Mechanics, Jiangsu University, Xuefu Road 301, Zhenjiang, Jiangsu Province  212013, China; Liu, J., Faculty of Civil Engineering and Mechanics, Jiangsu University, Xuefu Road 301, Zhenjiang, Jiangsu Province  212013, China; Soh, A.K., School of Engineering, Monash University Malaysia, Jalan Lagoon Selatan, Bandar Sunway, Selangor Darul Ehsan  47500, Malaysia",Article,"Final",,Scopus,2-s2.0-85061703143
"Cheong A., Sandhu M.S., Edwards R., Poon W.C.","57204809684;34980072500;7403978409;36020550000;","Subsidiary knowledge flow strategies and purpose of expatriate assignments",2019,"International Business Review","28","3",,"450","462",,,"10.1016/j.ibusrev.2018.11.004","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85057223298&doi=10.1016%2fj.ibusrev.2018.11.004&partnerID=40&md5=727e877bd7cfaa4adf77da063b2e8be4","10 Jalan Puteri 12/2A, Bandar Puteri, Puchong, Selangor, Malaysia; Department of Management, Deputy Director Graduate Research, School of Business, Monash University, Malaysia; Asia Pacific University of Technology & Innovation (APU), Technology Park Malaysia, Bukit Jalil, Kuala Lumpur, 57000, Malaysia; Department of Economics, School of Business, Monash University Malaysia, Bandar Sunway, Selangor  47500, Malaysia","Cheong, A., 10 Jalan Puteri 12/2A, Bandar Puteri, Puchong, Selangor, Malaysia; Sandhu, M.S., Department of Management, Deputy Director Graduate Research, School of Business, Monash University, Malaysia; Edwards, R., Asia Pacific University of Technology & Innovation (APU), Technology Park Malaysia, Bukit Jalil, Kuala Lumpur, 57000, Malaysia; Poon, W.C., Department of Economics, School of Business, Monash University Malaysia, Bandar Sunway, Selangor  47500, Malaysia",Article,"Final",,Scopus,2-s2.0-85057223298
"Chan J.C.L., Tan C.P., Trinh H., Kamal M.A.S., Chiew Y.S.","57205417023;35086948100;7005816677;7202025866;57191987083;","Robust fault reconstruction for a class of non-infinitely observable descriptor systems using two sliding mode observers in cascade",2019,"Applied Mathematics and Computation","350",,,"78","92",,3,"10.1016/j.amc.2018.12.071","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059933549&doi=10.1016%2fj.amc.2018.12.071&partnerID=40&md5=a1e4bbd48325c47e78709a453a50b0f7","School of Engineering and Advanced Engineering Platform, Monash University Malaysia, Jalan Lagoon Selatan, 47500 Bandar Sunway, Selangor, Malaysia; School of Engineering, Deakin University, VIC 3216, Geelong, Australia","Chan, J.C.L., School of Engineering and Advanced Engineering Platform, Monash University Malaysia, Jalan Lagoon Selatan, 47500 Bandar Sunway, Selangor, Malaysia; Tan, C.P., School of Engineering and Advanced Engineering Platform, Monash University Malaysia, Jalan Lagoon Selatan, 47500 Bandar Sunway, Selangor, Malaysia; Trinh, H., School of Engineering, Deakin University, VIC 3216, Geelong, Australia; Kamal, M.A.S., School of Engineering and Advanced Engineering Platform, Monash University Malaysia, Jalan Lagoon Selatan, 47500 Bandar Sunway, Selangor, Malaysia; Chiew, Y.S., School of Engineering and Advanced Engineering Platform, Monash University Malaysia, Jalan Lagoon Selatan, 47500 Bandar Sunway, Selangor, Malaysia",Article,"Final",,Scopus,2-s2.0-85059933549
"Chow E.M.T., Guo N., Chong E., Wang X.","57201119786;7102597785;57203195175;36349035500;","Surface Measurement Using Compressed Wavefront Sensing",2019,"Photonic Sensors","9","2",,"115","125",,,"10.1007/s13320-018-0521-x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064282034&doi=10.1007%2fs13320-018-0521-x&partnerID=40&md5=fe1e9959fbf65f0bffa5489e2dd2213d","School of Engineering, Monash University Malaysia, Jalan Lagoon Selatan, Bandar Sunway, 47500, Malaysia; Department of Electrical and Computer Engineering, Colorado State University, Fort Collins, CO  80623, United States","Chow, E.M.T., School of Engineering, Monash University Malaysia, Jalan Lagoon Selatan, Bandar Sunway, 47500, Malaysia; Guo, N., School of Engineering, Monash University Malaysia, Jalan Lagoon Selatan, Bandar Sunway, 47500, Malaysia; Chong, E., Department of Electrical and Computer Engineering, Colorado State University, Fort Collins, CO  80623, United States; Wang, X., School of Engineering, Monash University Malaysia, Jalan Lagoon Selatan, Bandar Sunway, 47500, Malaysia",Article,"Final",Open Access,Scopus,2-s2.0-85064282034
"Namazi H.","55308641800;","FRACTAL-BASED CLASSIFICATION of ELECTROMYOGRAPHY (EMG) SIGNAL between FINGERS and HAND'S BASIC MOVEMENTS, FUNCTIONAL MOVEMENTS, and FORCE PATTERNS",2019,"Fractals","27","4", 1950050,"","",,1,"10.1142/S0218348X19500506","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067107073&doi=10.1142%2fS0218348X19500506&partnerID=40&md5=07cb20551794244c173cb469968a80ad","School of Engineering, Monash University, Selangor, Malaysia","Namazi, H., School of Engineering, Monash University, Selangor, Malaysia",Article,"Final",,Scopus,2-s2.0-85067107073
"Glennie M., O’Donnell M., Benson J., Brown M.","38661334100;57191757620;57209916112;7405388169;","Work as a government ‘scientist’: Professional status security during organisational change and downsizing",2019,"Journal of Sociology","55","2",,"252","269",,,"10.1177/1440783318781271","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048862618&doi=10.1177%2f1440783318781271&partnerID=40&md5=d1d0b37d77c1f60e825f8a8b1fe0e7cf","University of New South Wales, Australia; Monash University, Malaysia; University of Melbourne, Australia","Glennie, M., University of New South Wales, Australia; O’Donnell, M., University of New South Wales, Australia; Benson, J., Monash University, Malaysia; Brown, M., University of Melbourne, Australia",Article,"Final",,Scopus,2-s2.0-85048862618
"Gan H.M., Linton S.M., Austin C.M.","57194437456;7006375727;57200196993;","Two reads to rule them all: Nanopore long read-guided assembly of the iconic Christmas Island red crab, Gecarcoidea natalis (Pocock, 1888), mitochondrial genome and the challenges of AT-rich mitogenomes",2019,"Marine Genomics","45",,,"64","71",,,"10.1016/j.margen.2019.02.002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063403649&doi=10.1016%2fj.margen.2019.02.002&partnerID=40&md5=d42e3942563417794e9cfdabcafde72d","Deakin Genomics Centre, Deakin University, Geelong, Victoria  3220, Australia; School of Life and Environmental Sciences, Deakin University, Geelong, Victoria  3220, Australia; School of Science, Monash University Malaysia, Bandar Sunway, Selangor  47500, Malaysia","Gan, H.M., Deakin Genomics Centre, Deakin University, Geelong, Victoria  3220, Australia, School of Life and Environmental Sciences, Deakin University, Geelong, Victoria  3220, Australia, School of Science, Monash University Malaysia, Bandar Sunway, Selangor  47500, Malaysia; Linton, S.M., School of Life and Environmental Sciences, Deakin University, Geelong, Victoria  3220, Australia; Austin, C.M., Deakin Genomics Centre, Deakin University, Geelong, Victoria  3220, Australia, School of Life and Environmental Sciences, Deakin University, Geelong, Victoria  3220, Australia, School of Science, Monash University Malaysia, Bandar Sunway, Selangor  47500, Malaysia",Article,"Final",,Scopus,2-s2.0-85063403649
"Pathiranagama G.J., Namazi H.","57209269623;55308641800;","FRACTAL-BASED ANALYSIS of the EFFECT of MACHINING PARAMETERS on SURFACE FINISH of WORKPIECE in TURNING OPERATION",2019,"Fractals","27","4", 1950043,"","",,3,"10.1142/S0218348X19500439","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067125655&doi=10.1142%2fS0218348X19500439&partnerID=40&md5=e2cb4b3ff1775bc13fd25d57fa899a65","Department of Mechanical Engineering, School of Engineering, Monash University, Selangor, Malaysia","Pathiranagama, G.J., Department of Mechanical Engineering, School of Engineering, Monash University, Selangor, Malaysia; Namazi, H., Department of Mechanical Engineering, School of Engineering, Monash University, Selangor, Malaysia",Article,"Final",,Scopus,2-s2.0-85067125655
"Ngim C.F., Ibrahim H., Abdullah N., Lai N.M., Tan R.K.M., Ng C.S., Ramadas A.","53863701900;14066004600;57209883042;57209890398;57209878107;56194031100;35076546400;","A web-based educational intervention module to improve knowledge and attitudes towards thalassaemia prevention in Malaysian young adults",2019,"The Medical journal of Malaysia","74","3",,"219","225",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069000231&partnerID=40&md5=626089a09eed1abe79cac3fec2229194","Monash University Malaysia, Jeffrey Cheah School of Medicine and Health Sciences, Malaysia; Department of Paediatrics, Institut Pediatrik, Hospital Kuala Lumpur, Malaysia; Hospital Sultanah Aminah, Department of Paediatrics, Johor Bahru, Malaysia; Taylor's University, School of Medicine, Subang JayaSelangor, Malaysia; Hospital Sultanah Aminah, Department of Nuclear Medicine, Johor Bahru, Malaysia","Ngim, C.F., Monash University Malaysia, Jeffrey Cheah School of Medicine and Health Sciences, Malaysia; Ibrahim, H., Department of Paediatrics, Institut Pediatrik, Hospital Kuala Lumpur, Malaysia; Abdullah, N., Hospital Sultanah Aminah, Department of Paediatrics, Johor Bahru, Malaysia; Lai, N.M., Taylor's University, School of Medicine, Subang JayaSelangor, Malaysia; Tan, R.K.M., Monash University Malaysia, Jeffrey Cheah School of Medicine and Health Sciences, Malaysia; Ng, C.S., Hospital Sultanah Aminah, Department of Nuclear Medicine, Johor Bahru, Malaysia; Ramadas, A., Monash University Malaysia, Jeffrey Cheah School of Medicine and Health Sciences, Malaysia",Article,"Final",,Scopus,2-s2.0-85069000231
"Namazi H., Jafari S.","55308641800;55196116900;","DECODING of SIMPLE HAND MOVEMENTS by FRACTAL ANALYSIS of ELECTROMYOGRAPHY (EMG) SIGNAL",2019,"Fractals","27","4", 1950042,"","",,4,"10.1142/S0218348X19500427","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066065729&doi=10.1142%2fS0218348X19500427&partnerID=40&md5=d155caf3adbec53cf8d9865366d6451e","School of Engineering, Monash University, Selangor, Malaysia; Biomedical Engineering Department, Amirkabir University of Technology, Tehran, 15875-4413, Iran","Namazi, H., School of Engineering, Monash University, Selangor, Malaysia; Jafari, S., Biomedical Engineering Department, Amirkabir University of Technology, Tehran, 15875-4413, Iran",Article,"Final",,Scopus,2-s2.0-85066065729
"Chan B.T., Ahmad Bakir A., Al Abed A., Dokos S., Leong C.N., Ooi E.H., Lim R., Lim E.","55516241900;57209293835;14120677600;6701773594;56637861100;14007532900;56689295100;23389466500;","Impact of myocardial infarction on intraventricular vortex and flow energetics assessed using computational simulations",2019,"International Journal for Numerical Methods in Biomedical Engineering","35","6", e3204,"","",,,"10.1002/cnm.3204","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067234951&doi=10.1002%2fcnm.3204&partnerID=40&md5=b9d076236b67635ffe1383485cdc5b57","Department of Mechanical Engineering, Faculty of Engineering, Technology & Built Environment, UCSI University, Kuala Lumpur, 56000, Malaysia; Graduate School of Biomedical Engineering, University of New South Wales, Sydney, NSW  2052, Australia; Department of Biomedical Engineering, Faculty of Engineering, University of Malaya, Kuala Lumpur, 50603, Malaysia; School of Engineering, Monash University Malaysia, Bandar Sunway, Selangor  47500, Malaysia; Quality Use of Medicines and Pharmacy Research Centre, School of Pharmacy and Medical Sciences, Sansom Institute for Health Research, University of South Australia, Adelaide, SA  5001, Australia","Chan, B.T., Department of Mechanical Engineering, Faculty of Engineering, Technology & Built Environment, UCSI University, Kuala Lumpur, 56000, Malaysia; Ahmad Bakir, A., Graduate School of Biomedical Engineering, University of New South Wales, Sydney, NSW  2052, Australia; Al Abed, A., Graduate School of Biomedical Engineering, University of New South Wales, Sydney, NSW  2052, Australia; Dokos, S., Graduate School of Biomedical Engineering, University of New South Wales, Sydney, NSW  2052, Australia; Leong, C.N., Department of Biomedical Engineering, Faculty of Engineering, University of Malaya, Kuala Lumpur, 50603, Malaysia; Ooi, E.H., School of Engineering, Monash University Malaysia, Bandar Sunway, Selangor  47500, Malaysia; Lim, R., Quality Use of Medicines and Pharmacy Research Centre, School of Pharmacy and Medical Sciences, Sansom Institute for Health Research, University of South Australia, Adelaide, SA  5001, Australia; Lim, E., Department of Biomedical Engineering, Faculty of Engineering, University of Malaya, Kuala Lumpur, 50603, Malaysia",Article,"Final",,Scopus,2-s2.0-85067234951
"Namazi H., Farid A.A., Chang T.S.","55308641800;55692540400;57205496903;","DECODING of the RELATION between FRACTAL STRUCTURE of CUTTING FORCE and SURFACE ROUGHNESS of MACHINED WORKPIECE in END MILLING OPERATION",2019,"Fractals","27","4", 1950054,"","",,,"10.1142/S0218348X19500543","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067128790&doi=10.1142%2fS0218348X19500543&partnerID=40&md5=3d9c1950a927a4f91c73574a9d3efa6e","Department of Mechanical Engineering, School of Engineering, Monash University, Selangor, Malaysia; Department of Mechanical, Materials and Manufacturing Engineering, University of Nottingham Malaysia Campus, Semenyih, 43500, Malaysia; Faculty of Engineering and Technology, Multimedia University, Jalan Ayer Keroh Lama, Melaka, 75450, Malaysia","Namazi, H., Department of Mechanical Engineering, School of Engineering, Monash University, Selangor, Malaysia; Farid, A.A., Department of Mechanical, Materials and Manufacturing Engineering, University of Nottingham Malaysia Campus, Semenyih, 43500, Malaysia; Chang, T.S., Faculty of Engineering and Technology, Multimedia University, Jalan Ayer Keroh Lama, Melaka, 75450, Malaysia",Article,"Final",,Scopus,2-s2.0-85067128790
"Ahmmad S.N.Z., Ming E.S.L., Fai Y.C., Sood S., Gandhi A., Mohamed N.S., Rahman H.A., Burdet E.","42160915700;57202999065;57203003794;36653160700;57190395775;57189731270;55893920400;7004358183;","Objective assessment of surgeon’s psychomotor skill using virtual reality module",2019,"Indonesian Journal of Electrical Engineering and Computer Science","14","3",,"1533","1543",,,"10.11591/ijeecs.v14.i3.pp1533-1543","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065119996&doi=10.11591%2fijeecs.v14.i3.pp1533-1543&partnerID=40&md5=4b855ac51bea9a9e6cf3c4f69548d88d","Universiti Kuala Lumpur, Malaysian Institute of Industrial Technology, Malaysia; School of Electrical Engineering, Faculty of Engineering, Universiti Teknologi Malaysia, Malaysia; Centre of Artificial Intelligence and Robotics (CAIRO), Universiti Teknologi Malaysia, Malaysia; Department of Surgery, Faculty of Medicine, Jeffrey Cheah School of Medicine and Health Sciences, Monash University, Malaysia; Department of Robotic and Mechatronic Engineering, Faculty of Electrical and Electronic Engineering, Universiti Tun Hussein Onn Malaysia, Malaysia; Department of Bioengineering, Imperial College London, South Kensington Campus, United Kingdom","Ahmmad, S.N.Z., Universiti Kuala Lumpur, Malaysian Institute of Industrial Technology, Malaysia; Ming, E.S.L., School of Electrical Engineering, Faculty of Engineering, Universiti Teknologi Malaysia, Malaysia; Fai, Y.C., Centre of Artificial Intelligence and Robotics (CAIRO), Universiti Teknologi Malaysia, Malaysia; Sood, S., Department of Surgery, Faculty of Medicine, Jeffrey Cheah School of Medicine and Health Sciences, Monash University, Malaysia; Gandhi, A., Department of Surgery, Faculty of Medicine, Jeffrey Cheah School of Medicine and Health Sciences, Monash University, Malaysia; Mohamed, N.S., Universiti Kuala Lumpur, Malaysian Institute of Industrial Technology, Malaysia; Rahman, H.A., Department of Robotic and Mechatronic Engineering, Faculty of Electrical and Electronic Engineering, Universiti Tun Hussein Onn Malaysia, Malaysia; Burdet, E., Department of Bioengineering, Imperial College London, South Kensington Campus, United Kingdom",Article,"Final",Open Access,Scopus,2-s2.0-85065119996
